#==================== 通用字符串 ====================#
dungeon.description.3-6 = 反复的击败佣兵团成员，反而使他们变得更愤怒。
dungeon.description.3-7 = 为了解决冲突和打探消息，看来必须得去佣兵团总部一次。
dungeon.description.3-8 = 终于到了佣兵团总部，不过他们团长看起来也并不太好说话。
dungeon.description.4-1 = 在得知妖精族圣物也被盗，许多冒险者都纷纷前往了妖精森林。
dungeon.description.4-2 = 这里也是通往妖精森林深处的路口之一，有不少冒险队在这里招募成员。
dungeon.description.4-3 = 在妖精森林深处，一个看似喝醉的精灵正在阻止冒险者深入。
dungeon.description.4-4 = 已经进入森林的深处，偶尔你会发现身边出现精灵，但你要小心，因为他们对人类没有什么好感。
dungeon.description.4-5 = 精灵拒绝外来人进入她们的领地，为了更好的保护自己，她们往往布下迷阵遮掩自己的地盘。
dungeon.description.4-6 = 伊露从小被狼族养大，成年后被精灵女王收留，成为了精灵族唯一一个外族护卫长，据说一直守护在迷宫出口处。
dungeon.description.4-7 = 精灵居住之地，是一处非常隐秘的所在。
dungeon.description.4-8 = 就要到达神殿，前来阻拦的精灵也越来越多了。
dungeon.description.4-9 = 历代精灵女王居住的神殿，整个建筑透出古老而沧桑之感，只有最强大的精灵战士以及诸位精灵长老才能够进入神殿内面见精灵女王。
dungeon.description.5-1 = 幽暗峡谷是分割妖精森林和幽暗之地的最后一道天险，只要穿过峡谷就能到幽暗之地了。
dungeon.description.5-2 = 进入峡谷后，魔族生物逐渐增多，人类在它们眼里非常美味。
dungeon.description.5-3 = 据说峡谷的出口有个手持镰刀的守护者，他长年在那阻击冒险的旅人。
dungeon.description.5-4 = 离幽暗之地中心越来越近，开始频频的出现了魔族。骷髅虽然不强，但是外表却让人毛骨悚然。
dungeon.description.5-5 = 道路的两侧有着参差不齐的墓碑，到处可见散落在外的骸骨。
dungeon.description.5-6 = 这里以前是人类与魔族秘密交易的场所，现如今已经只剩下游荡的魔族。
dungeon.description.5-7 = 前面就是幽暗沼泽了，强大的魔族的聚集所，人类往往止步于此。
dungeon.description.5-8 = 人类的禁地，里面的魔族强大的令人绝望。要想穿过幽暗之地必须从这里过去。
dungeon.description.5-9 = 冒险精神可以有，但是送死就不值得了，一路上的骸骨已经证明这样的人还不少。
dungeon.description.5-10 = 幽暗沼泽的最深处，据说是通往魔界的唯一入口，那里经常会出现一些强大的魔族。
dungeon.description.6-1 = 前方就是熔岩沼泽，由于火山长年喷发，将原先一半阴冷的幽暗沼泽变的炙热无比。
dungeon.description.6-2 = 温度渐渐上升，之前的阴冷气息不见了踪影，阵阵热浪扑面而来。
dungeon.description.6-3 = 魔族似乎正在进行什么仪式，整个沼泽到处都有巡逻的魔族。
dungeon.description.6-4 = 四周的岩浆越来越多，能够行走的路越来越少，时不时的还有魔族的偷袭，危险大大的提升。
dungeon.description.6-5 = 据说道路的尽头，有一个贯穿火山直达辉煌都市的地底溶洞。
dungeon.description.6-6 = 溶洞守护者英梨将自己的腿改装成了机甲，并且加入了魔族以求找到机会报仇。
dungeon.description.6-7 = 终于到达溶洞内部，虽然没了岩浆的威胁，但并不能大意，因为这里据说曾经有强大的魔族出没。
dungeon.description.6-8 = 随着溶洞的深入，终于来到了火山的中心，流动的岩浆将洞穴照射的一片明亮。
dungeon.description.6-9 = 在岩浆上空竟然漂浮着一块岩石平台，上面还刻印着各种魔法阵，法阵的中间似乎躺着一个少女。
dungeon.description.6-10 = 由宇，远古魔王之一，力量的象征。改装手臂使她的力量突破天际。曾经一拳开天裂地。
dungeon.description.7-1 = 终于快要到辉煌之城了，远远的能看到许多远古禁军站立在那，也不知道他们是否还能动。
dungeon.description.7-2 = 虽然数千年的历史使这座城市看上去残破不堪，但是根据残骸可以看出当时的辉煌景象。
dungeon.description.7-3 = 残破的城楼上隐约能够看到一个长着翅膀的人型生物。
dungeon.description.7-4 = 阴暗的角落里，盗墓者警惕的注视着疲惫的冒险者，随时准备给与致命的一击。
dungeon.description.7-5 = 存放禁军配件和机甲的地方，里面来来往往的盗墓者似乎忙的不亦乐乎。
dungeon.description.7-6 = 远处一声巨响，五彩斑斓的光影，看来封印被破坏了。一些遗迹盗贼以为宝物出世，拼命的往那边飞奔。
dungeon.description.7-7 = 巨大的空间裂缝中走出来一个人，手持绘有神秘图案的旗帜，看上去非常厉害，盗墓者被一一击退。
dungeon.description.7-8 = 远处指挥所传来一片惨叫，遍地躺着盗墓者和禁军零件。
dungeon.description.7-9 = 机甲军团的指挥所，是控制整个机甲军团作战的重要据点。希望通过这里的监控装置找到破晓的踪迹。
dungeon.description.7-10 = 安静的指挥所里传来了喧闹的声音。到底发生了什么事？
dungeon.description.7-11 = 异世界来的骑士，虽然看上去十分高傲和威严，但是这样的感觉却被头上的呆毛彻底毁了。
dungeon.description.8-1 = 一路追踪破晓的踪迹，不知不觉来到了宁静之森的边缘。
dungeon.description.8-2 = 似乎发生了什么，破晓组织的成员接二连三的出现。
dungeon.description.8-3 = 随着深入森林内部，巨大的树木遮天蔽日，而道路越发难行。
dungeon.description.8-4 = 昔日的好友竟然攻击自己，这其中究竟发生了什么？
dungeon.description.8-5 = 绿树酒馆是整片森林中唯一的酒馆，这里是冒险者的聚集地，在这里可以了解到很多你意想不到的情况。
dungeon.description.8-6 = 无数的克隆人不停地袭击前来的冒险者。他们疯狂地进攻给冒险者带来巨大的压力。
dungeon.description.8-7 = 发生了什么？怎么突然下雪了？现在可不是下雪的季节，难道又是破晓的阴谋？
dungeon.description.8-8 = 赫敏，冰系魔法师，外表冰冷内心确是一个活泼的女孩子。没想到破晓连她都不放过。
dungeon.description.8-9 = 悬挂着的吊桥残破不堪，由于赫敏的魔法，如今已经被冰雪覆盖，反而看上去变结实了。
dungeon.description.8-10 = 吊桥另一端的草丛中埋伏着许多破晓组织的人，感觉随时会大喊一声跳出来。
dungeon.description.8-11 = 卡尔特湖是当地著名的湖，提供着卡曼部落的日常用水。
dungeon.description.8-12 = 这个部落隶属于九尾狐的一个旁支。而如今部落里驻扎着的全是破晓组织的人。
dungeon.description.9-1 = 一番搜索后，在卡曼部落的图腾下方找到了迷宫的入口，似乎通往着破晓的大本营。
dungeon.description.9-2 = 迷宫的克隆人越来越强大，连禁军都被破晓组织的人控制了。
dungeon.description.9-3 = 四处堆积着废弃的金属废料，以及野兽的尸体，而那些半成品机甲兽，在四处游荡着。
dungeon.description.9-4 = 突如其来的枪声打破了迷宫的宁静。
dungeon.description.9-5 = 越走越深，敌人反而越来越少？难道又有什么阴谋？
dungeon.description.9-6 = 满地散落着各种断剑，仿佛刚刚经过一场大战。
dungeon.description.9-7 = 前方传来了战斗的声音，怎么回事，难道还有其他人在和破晓战斗吗？
dungeon.description.9-8 = 被克隆的金闪闪，貌似是个残次品，正在到处胡乱破坏。
dungeon.description.9-9 = 越来越接近破晓的基地，克隆人也越来越多了，全力突击！
dungeon.description.9-10 = 越来越接近破晓的基地，克隆人也越来越多了，全力突击！
dungeon.description.9-11 = 前方有明显的光亮，可以确定那就是出口。
dungeon.description.9-12 = 前面有个红衣女孩好像在和破晓组织战斗，难道又是个失败的克隆人？
dungeon.description.10-1 = 出了迷宫映入眼帘的不像是基地反而更像人间地狱。各种残缺的肢体散落在四处。
dungeon.description.10-2 = 高大的祭坛周围放着许多克隆机械，时不时的有克隆人被复制出来。
dungeon.description.10-3 = 巨大的祭坛仿佛在召唤着什么？看来必须得快点阻止。
dungeon.description.10-4 = 艾利塔，破晓女王守下，善用各种镭射武器，追踪浮游枪让人防不胜防。
dungeon.description.10-5 = 连枪神安德烈都被克隆了，感觉情况越来越糟。
dungeon.description.10-6 = 被克隆的蕾拉，她的机甲臂带来的威力好像也变得更强了。
dungeon.description.10-7 = 这是最后一批克隆人，消灭了他们前面就是祭坛。
dungeon.description.10-8 = 绿色的少女正在祭坛下方唱着歌跳着舞，在她的四周全是断肢残躯，仿佛根本无法影响到她。
dungeon.description.10-9 = 通往祭坛的阶梯已经堆满了尸骨，要想到达祭坛必须从上面走过去。
dungeon.description.10-10 = 祭坛地面已经被被鲜血染红，犹如血池一般。
dungeon.description.10-11 = 克隆人已经不多，剩下的就是摧毁这里就可以了。
dungeon.description.10-12 = 一头飘逸的长发，手持巨剑，看上去似乎不太好惹。












dungeon.description.50001 = 
dungeon.description.50002 = 
dungeon.description.50003 = 
dungeon.description.50004 = 
dungeon.description.50005 = 
dungeon.description.50006 = 
dungeon.description.50007 = 
dungeon.description.50008 = 
dungeon.description.50009 = 
dungeon.description.50010 = 
dungeon.description.50011 = 
dungeon.description.50012 = 
dungeon.description.50013 = 
dungeon.description.50014 = 
dungeon.description.50015 = 
dungeon.description.50016 = 
dungeon.description.50017 = 
dungeon.description.50018 = 
dungeon.description.50019 = 
dungeon.description.50020 = 
dungeon.description.50021 = 
dungeon.description.50022 = 
dungeon.description.50023 = 
dungeon.description.50024 = 
dungeon.description.50025 = 
dungeon.description.50026 = 
dungeon.description.50027 = 
dungeon.description.50028 = 
dungeon.description.50029 = 
dungeon.description.50030 = 
dungeon.description.50031 = 
dungeon.description.50032 = 
dungeon.description.50033 = 
dungeon.description.50034 = 
dungeon.description.50035 = 
dungeon.description.50036 = 
dungeon.description.50037 = 
dungeon.description.50038 = 
dungeon.description.50039 = 
dungeon.description.50040 = 
dungeon.description.50041 = 
dungeon.description.50042 = 
dungeon.description.50043 = 
dungeon.description.50044 = 
dungeon.description.50045 = 
dungeon.description.50046 = 
dungeon.description.50047 = 
dungeon.description.50048 = 
dungeon.description.50049 = 
dungeon.description.50050 = 
dungeon.description.50051 = 
dungeon.description.50052 = 
dungeon.description.50053 = 
dungeon.description.50054 = 
dungeon.description.50055 = 
dungeon.description.50056 = 
dungeon.description.50057 = 
dungeon.description.50058 = 
dungeon.description.50059 = 
dungeon.description.50060 = 
dungeon.description.50061 = 
dungeon.description.50062 = 
dungeon.description.50063 = 
dungeon.description.50064 = 
dungeon.description.50065 = 
dungeon.description.50066 = 
dungeon.description.50067 = 
dungeon.description.50068 = 
dungeon.description.50069 = 
dungeon.description.50070 = 
dungeon.description.50071 = 
dungeon.description.50072 = 
dungeon.description.50073 = 
dungeon.description.50074 = 
dungeon.description.50075 = 
dungeon.description.50076 = 
dungeon.description.50077 = 
dungeon.description.50078 = 
dungeon.description.50079 = 
dungeon.description.50080 = 
dungeon.description.50081 = 
dungeon.description.50082 = 
dungeon.description.50083 = 
dungeon.description.50084 = 
dungeon.description.50085 = 
dungeon.description.50086 = 
dungeon.description.50087 = 
dungeon.description.50088 = 
dungeon.description.50089 = 
dungeon.description.50090 = 
dungeon.description.50091 = 
dungeon.description.50092 = 
dungeon.description.50093 = 
dungeon.description.50094 = 
dungeon.description.50095 = 
dungeon.description.50096 = 
dungeon.description.50097 = 
dungeon.description.50098 = 
dungeon.description.50099 = 
dungeon.description.50100 = 
dungeon.description.50101 = 
dungeon.description.50102 = 
dungeon.description.50103 = 
dungeon.description.50104 = 
dungeon.description.50105 = 
dungeon.description.50106 = 
dungeon.description.50107 = 
dungeon.description.50108 = 
dungeon.description.50109 = 
dungeon.description.50110 = 
dungeon.description.50111 = 
dungeon.description.50112 = 
dungeon.description.50113 = 
dungeon.description.50114 = 
dungeon.description.50115 = 
dungeon.description.50116 = 
dungeon.description.50117 = 
dungeon.description.50118 = 
dungeon.description.50119 = 
dungeon.description.50120 = 
dungeon.description.50121 = 
dungeon.description.50122 = 
dungeon.description.50123 = 
dungeon.description.50124 = 
dungeon.description.50125 = 
dungeon.description.50126 = 
dungeon.description.50127 = 
dungeon.description.50128 = 
dungeon.description.50129 = 
dungeon.description.50130 = 
dungeon.description.50131 = 
dungeon.description.50132 = 
dungeon.description.50133 = 
dungeon.description.50134 = 
dungeon.description.50135 = 
dungeon.description.50136 = 
dungeon.description.50137 = 
dungeon.description.50138 = 
dungeon.description.50139 = 
dungeon.description.50140 = 
dungeon.description.50141 = 
dungeon.description.50142 = 
dungeon.description.50143 = 
dungeon.description.50144 = 
dungeon.description.50145 = 
dungeon.description.50146 = 
dungeon.description.50147 = 
dungeon.description.50148 = 
dungeon.description.50149 = 
dungeon.description.50150 = 
dungeon.description.50151 = 
dungeon.description.50152 = 
dungeon.description.50153 = 
dungeon.description.50154 = 
dungeon.description.50155 = 
dungeon.description.50156 = 
dungeon.description.50157 = 
dungeon.description.50158 = 
dungeon.description.50159 = 
dungeon.description.50160 = 
dungeon.description.50161 = 
dungeon.description.50162 = 
dungeon.description.50163 = 
dungeon.description.50164 = 
dungeon.description.50165 = 
dungeon.description.50166 = 
dungeon.description.50167 = 
dungeon.description.50168 = 
dungeon.description.50169 = 
dungeon.description.50170 = 
dungeon.description.50171 = 
dungeon.description.50172 = 
dungeon.description.50173 = 
dungeon.description.50174 = 
dungeon.description.50175 = 
dungeon.description.50176 = 
dungeon.description.50177 = 
dungeon.description.50178 = 
dungeon.description.50179 = 
dungeon.description.50180 = 
dungeon.description.50181 = 
dungeon.description.50182 = 
dungeon.description.50183 = 
dungeon.description.50184 = 
dungeon.description.50185 = 
dungeon.description.50186 = 
dungeon.description.50187 = 
dungeon.description.50188 = 
dungeon.description.50189 = 
dungeon.description.50190 = 
dungeon.description.50191 = 
dungeon.description.50192 = 
dungeon.description.50193 = 
dungeon.description.50194 = 
dungeon.description.50195 = 
dungeon.description.50196 = 
dungeon.description.50197 = 
dungeon.description.50198 = 
dungeon.description.50199 = 
dungeon.description.50200 = 



dungeon.description.60001 = 面对怪物亚种，体验真正的高难度挑战
dungeon.description.60002 = 面对怪物亚种，体验真正的高难度挑战
dungeon.description.60003 = 面对怪物亚种，体验真正的高难度挑战
dungeon.description.60011 = 挑战职业boss，什么时候都不能够大意
dungeon.description.60012 = 挑战职业boss，什么时候都不能够大意
dungeon.description.60013 = 挑战职业boss，什么时候都不能够大意






dungeon.description.60004 = 面对怪物亚种，体验真正的高难度挑战
dungeon.description.60006 = 面对怪物亚种，体验真正的高难度挑战
dungeon.description.60008 = 面对怪物亚种，体验真正的高难度挑战
dungeon.description.60010 = 面对怪物亚种，体验真正的高难度挑战


dungeon.description.61002 = 面对怪物亚种，体验真正的高难度挑战
dungeon.description.61004 = 面对怪物亚种，体验真正的高难度挑战
dungeon.description.61006 = 面对怪物亚种，体验真正的高难度挑战
dungeon.description.61008 = 面对怪物亚种，体验真正的高难度挑战
